Fecha,Estacion,Tmax,Tmin
2017-12-30,Carrasco,33.2,20.2
2017-12-31,Carrasco,26.8,20.4
2018-01-01,Carrasco,23.3,20.0
2018-01-02,Carrasco,26.2,13.4
2018-01-03,Carrasco,27.8,14.8
2018-01-04,Carrasco,36.3,18.4
2018-01-05,Carrasco,29.0,20.2
2018-01-06,Carrasco,24.0,19.0
2018-01-07,Carrasco,30.3,13.3
2018-01-08,Carrasco,32.0,16.4
2018-01-09,Carrasco,29.4,18.2
2018-01-10,Carrasco,31.6,19.5
2018-01-11,Carrasco,32.5,21.4
2018-01-12,Carrasco,29.8,22.0
2018-01-13,Carrasco,29.6,22.4
2018-01-14,Carrasco,24.0,19.8
2018-01-15,Carrasco,24.6,20.0
2018-01-16,Carrasco,27.6,16.5
2018-01-17,Carrasco,29.6,19.0
2018-01-18,Carrasco,28.0,16.0
2018-01-19,Carrasco,28.6,18.0
2018-01-20,Carrasco,28.5,18.0
2018-01-21,Carrasco,29.2,21.3
2018-01-22,Carrasco,26.8,19.2
2018-01-23,Carrasco,29.6,19.2
2018-01-24,Carrasco,23.8,18.8
2018-01-25,Carrasco,22.6,17.1
2018-01-26,Carrasco,28.0,17.6
2018-01-27,Carrasco,29.2,19.0
2018-01-28,Carrasco,26.7,19.5
2018-01-29,Carrasco,25.4,12.3
2018-01-30,Carrasco,31.0,15.4
2018-01-31,Carrasco,28.0,20.0
2018-02-01,Carrasco,28.0,18.8
2018-02-02,Carrasco,25.6,18.8
2018-02-03,Carrasco,26.4,15.0
2018-02-04,Carrasco,27.4,17.2
2018-02-05,Carrasco,28.0,18.4
2018-02-06,Carrasco,28.6,19.8
2018-02-07,Carrasco,30.2,20.2
2018-02-08,Carrasco,36.0,21.5
2018-02-09,Carrasco,25.6,20.6
2018-02-10,Carrasco,26.8,19.5
2018-02-11,Carrasco,21.6,16.0
2018-02-12,Carrasco,21.0,15.6
2018-02-13,Carrasco,21.8,9.8
2018-02-14,Carrasco,28.2,13.0
2018-02-15,Carrasco,27.6,15.6
2018-02-16,Carrasco,30.4,16.6
2018-02-17,Carrasco,31.0,18.8
2018-02-18,Carrasco,34.6,19.5
2018-02-19,Carrasco,31.0,21.8
2018-02-20,Carrasco,27.0,20.0
2018-02-21,Carrasco,22.8,18.2
2018-02-22,Carrasco,23.4,17.6
2018-02-23,Carrasco,24.8,13.0
2018-02-24,Carrasco,23.2,18.0
2018-02-25,Carrasco,24.9,13.9
2018-02-26,Carrasco,26.6,13.6
2018-02-27,Carrasco,25.4,17.4
2018-02-28,Carrasco,24.6,18.4
2018-03-01,Carrasco,27.8,16.2
2018-03-02,Carrasco,27.8,17.8
2018-03-03,Carrasco,28.2,18.6
2018-03-04,Carrasco,28.6,18.7
2018-03-05,Carrasco,26.4,19.2
2018-03-06,Carrasco,22.6,19.2
2018-03-07,Carrasco,24.6,17.6
2018-03-08,Carrasco,27.0,10.8
2018-03-09,Carrasco,29.2,11.0
2018-03-10,Carrasco,33.4,13.8
2018-03-11,Carrasco,22.0,17.4
2018-03-12,Carrasco,21.2,16.4
2018-03-13,Carrasco,28.8,11.0
2018-03-14,Carrasco,29.4,11.5
2018-03-15,Carrasco,21.6,15.6
2018-03-16,Carrasco,23.4,10.0
2018-03-17,Carrasco,29.0,16.3
2018-03-18,Carrasco,24.0,18.2
2018-03-19,Carrasco,22.6,16.2
2018-03-20,Carrasco,25.0,11.4
2018-03-21,Carrasco,24.8,16.5
2018-03-22,Carrasco,24.0,12.0
2018-03-23,Carrasco,30.0,15.0
2018-03-24,Carrasco,24.2,18.4
2018-03-25,Carrasco,22.9,11.8
2018-03-26,Carrasco,20.2,9.6
2018-03-27,Carrasco,22.5,11.0
2018-03-28,Carrasco,27.2,15.5
2018-03-29,Carrasco,27.2,17.2
2018-03-30,Carrasco,29.0,17.6
2018-03-31,Carrasco,27.2,18.0
2018-04-01,Carrasco,23.5,20.4
2018-04-02,Carrasco,23.2,19.4
2018-04-03,Carrasco,22.5,18.2
2018-04-04,Carrasco,23.2,15.5
2018-04-05,Carrasco,28.0,16.2
2018-04-06,Carrasco,24.0,18.8
2018-04-07,Carrasco,22.0,16.9
2018-04-08,Carrasco,22.8,14.2
2018-04-09,Carrasco,27.0,17.0
2018-04-10,Carrasco,32.0,20.6
2018-04-11,Carrasco,33.2,22.4
2018-04-12,Carrasco,28.9,17.0
2018-04-13,Carrasco,18.6,14.6
2018-04-14,Carrasco,21.8,10.0
2018-04-15,Carrasco,23.6,14.0
2018-04-16,Carrasco,25.6,14.2
2018-04-17,Carrasco,27.5,15.8
2018-04-18,Carrasco,28.8,16.4
2018-04-19,Carrasco,28.3,17.2
2018-04-20,Carrasco,24.4,20.2
2018-04-21,Carrasco,24.0,19.4
2018-04-22,Carrasco,25.0,19.0
2018-04-23,Carrasco,23.2,19.2
2018-04-24,Carrasco,22.0,19.2
2018-04-25,Carrasco,25.1,19.0
2018-04-26,Carrasco,27.8,18.5
2018-04-27,Carrasco,30.0,20.6
2018-04-28,Carrasco,21.2,20.6
2018-04-29,Carrasco,20.8,18.6
2018-04-30,Carrasco,21.2,18.8
2018-05-01,Carrasco,18.2,14.4
2018-05-02,Carrasco,19.4,15.0
2018-05-03,Carrasco,21.7,14.8
2018-05-04,Carrasco,20.5,14.8
2018-05-05,Carrasco,19.5,17.0
2018-05-06,Carrasco,21.6,16.0
2018-05-07,Carrasco,23.5,16.2
2018-05-08,Carrasco,21.4,17.1
2018-05-09,Carrasco,21.9,18.6
2018-05-10,Carrasco,20.6,14.5
2018-05-11,Carrasco,19.4,15.6
2018-05-12,Carrasco,19.6,13.4
2018-05-13,Carrasco,20.0,10.0
2018-05-14,Carrasco,19.2,12.6
2018-05-15,Carrasco,19.0,13.0
2018-05-16,Carrasco,15.5,12.8
2018-05-17,Carrasco,11.4,7.4
2018-05-18,Carrasco,16.0,6.0
2018-05-19,Carrasco,16.2,8.0
2018-05-20,Carrasco,17.6,10.6
2018-05-21,Carrasco,17.5,8.8
2018-05-22,Carrasco,15.6,7.0
2018-05-23,Carrasco,17.1,5.4
2018-05-24,Carrasco,18.6,5.8
2018-05-25,Carrasco,19.6,7.2
2018-05-26,Carrasco,20.4,5.2
2018-05-27,Carrasco,23.0,10.6
2018-05-28,Carrasco,27.0,16.6
2018-05-29,Carrasco,27.2,19.4
2018-05-30,Carrasco,17.8,14.6
2018-05-31,Carrasco,14.0,9.7
2018-06-01,Carrasco,12.0,11.0
2018-06-02,Carrasco,14.4,10.0
2018-06-03,Carrasco,12.4,10.4
2018-06-04,Carrasco,12.4,9.6
2018-06-05,Carrasco,12.0,5.3
2018-06-06,Carrasco,15.4,4.6
2018-06-07,Carrasco,12.6,6.4
2018-06-08,Carrasco,14.4,2.2
2018-06-09,Carrasco,17.0,6.2
2018-06-10,Carrasco,16.6,13.0
2018-06-11,Carrasco,14.7,12.9
2018-06-12,Carrasco,14.4,8.2
2018-06-13,Carrasco,10.8,7.4
2018-06-14,Carrasco,10.6,3.6
2018-06-15,Carrasco,11.2,4.2
2018-06-16,Carrasco,11.8,2.8
2018-06-17,Carrasco,13.6,2.8
2018-06-18,Carrasco,16.6,3.4
2018-06-19,Carrasco,17.6,5.6
2018-06-20,Carrasco,20.0,8.4
2018-06-21,Carrasco,13.6,8.4
2018-06-22,Carrasco,16.0,3.4
2018-06-23,Carrasco,15.4,7.8
2018-06-24,Carrasco,9.6,3.0
2018-06-25,Carrasco,12.8,-0.2
2018-06-26,Carrasco,16.0,2.6
2018-06-27,Carrasco,18.6,6.2
2018-06-28,Carrasco,15.6,6.5
2018-06-29,Carrasco,15.8,9.8
2018-06-30,Carrasco,11.0,9.0
2018-07-01,Carrasco,17.0,10.0
2018-07-02,Carrasco,13.6,8.4
2018-07-03,Carrasco,9.2,7.0
2018-07-04,Carrasco,11.2,5.4
2018-07-05,Carrasco,11.4,7.0
2018-07-06,Carrasco,12.8,8.4
2018-07-07,Carrasco,13.2,11.4
2018-07-08,Carrasco,13.2,9.4
2018-07-09,Carrasco,11.5,8.4
2018-07-10,Carrasco,12.6,8.0
2018-07-11,Carrasco,13.6,1.8
2018-07-12,Carrasco,16.2,5.6
2018-07-13,Carrasco,17.2,8.0
2018-07-14,Carrasco,21.0,9.8
2018-07-15,Carrasco,14.2,10.0
2018-07-16,Carrasco,11.5,8.2
2018-07-17,Carrasco,13.6,9.6
2018-07-18,Carrasco,18.2,12.2
2018-07-19,Carrasco,18.2,12.4
2018-07-20,Carrasco,10.6,7.4
2018-07-21,Carrasco,12.4,4.8
2018-07-22,Carrasco,13.1,3.2
2018-07-23,Carrasco,10.2,6.4
2018-07-24,Carrasco,11.0,3.4
2018-07-25,Carrasco,12.8,8.7
2018-07-26,Carrasco,13.2,11.8
2018-07-27,Carrasco,13.6,11.6
2018-07-28,Carrasco,12.5,11.0
2018-07-29,Carrasco,11.2,10.0
2018-07-30,Carrasco,14.4,7.2
2018-07-31,Carrasco,10.4,3.2
2018-08-01,Carrasco,11.0,0.4
2018-08-02,Carrasco,11.0,-0.4
2018-08-03,Carrasco,15.5,9.0
2018-08-04,Carrasco,12.2,7.2
2018-08-05,Carrasco,16.0,6.2
2018-08-06,Carrasco,19.0,6.2
2018-08-07,Carrasco,21.3,10.6
2018-08-08,Carrasco,15.6,9.2
2018-08-09,Carrasco,12.4,9.2
2018-08-10,Carrasco,11.0,8.6
2018-08-11,Carrasco,14.8,10.6
2018-08-12,Carrasco,17.8,9.0
2018-08-13,Carrasco,19.2,11.4
2018-08-14,Carrasco,15.7,11.2
2018-08-15,Carrasco,12.6,8.5
2018-08-16,Carrasco,17.8,4.8
2018-08-17,Carrasco,21.6,9.2
2018-08-18,Carrasco,25.0,10.2
2018-08-19,Carrasco,11.4,5.8
2018-08-20,Carrasco,10.2,6.9
2018-08-21,Carrasco,18.0,8.8
2018-08-22,Carrasco,18.4,8.6
2018-08-23,Carrasco,16.6,5.4
2018-08-24,Carrasco,11.8,8.4
2018-08-25,Carrasco,11.3,4.5
2018-08-26,Carrasco,18.0,2.8
2018-08-27,Carrasco,21.0,7.8
2018-08-28,Carrasco,22.1,6.6
2018-08-29,Carrasco,25.0,11.7
2018-08-30,Carrasco,19.0,7.8
2018-08-31,Carrasco,10.2,8.2
2018-09-01,Carrasco,13.4,9.4
2018-09-02,Carrasco,15.0,10.6
2018-09-03,Carrasco,17.0,9.4
2018-09-04,Carrasco,19.2,4.2
2018-09-05,Carrasco,21.2,7.9
2018-09-06,Carrasco,24.2,10.0
2018-09-07,Carrasco,19.6,13.0
2018-09-08,Carrasco,15.7,12.6
2018-09-09,Carrasco,15.8,11.8
2018-09-10,Carrasco,14.4,11.9
2018-09-11,Carrasco,18.2,9.0
2018-09-12,Carrasco,20.0,9.6
2018-09-13,Carrasco,18.6,11.4
2018-09-14,Carrasco,15.6,12.7
2018-09-15,Carrasco,20.7,13.2
2018-09-16,Carrasco,20.7,16.0
2018-09-17,Carrasco,21.1,14.7
2018-09-18,Carrasco,22.8,15.8
2018-09-19,Carrasco,20.0,12.4
2018-09-20,Carrasco,21.0,8.6
2018-09-21,Carrasco,26.3,11.8
2018-09-22,Carrasco,29.1,16.2
2018-09-23,Carrasco,20.2,15.2
2018-09-24,Carrasco,20.1,9.5
2018-09-25,Carrasco,22.2,11.2
2018-09-26,Carrasco,18.5,14.6
2018-09-27,Carrasco,18.0,14.1
2018-09-28,Carrasco,19.6,13.2
2018-09-29,Carrasco,19.5,14.2
2018-09-30,Carrasco,20.0,12.8
2018-10-01,Carrasco,15.4,11.6
2018-10-02,Carrasco,15.2,4.8
2018-10-03,Carrasco,19.6,7.8
2018-10-04,Carrasco,16.6,8.7
2018-10-05,Carrasco,14.5,9.3
2018-10-06,Carrasco,18.0,5.3
2018-10-07,Carrasco,23.0,10.0
2018-10-08,Carrasco,28.6,15.0
2018-10-09,Carrasco,23.4,13.2
2018-10-10,Carrasco,19.4,9.5
2018-10-11,Carrasco,14.3,10.4
2018-10-12,Carrasco,13.2,10.2
2018-10-13,Carrasco,19.6,11.0
2018-10-14,Carrasco,23.8,9.8
2018-10-15,Carrasco,26.4,11.8
2018-10-16,Carrasco,27.2,13.2
2018-10-17,Carrasco,28.2,18.0
2018-10-18,Carrasco,20.6,16.2
2018-10-19,Carrasco,19.0,15.2
2018-10-20,Carrasco,19.1,11.2
2018-10-21,Carrasco,21.4,11.8
2018-10-22,Carrasco,21.0,11.4
2018-10-23,Carrasco,16.8,11.8
2018-10-24,Carrasco,16.6,12.3
2018-10-25,Carrasco,18.2,13.4
2018-10-26,Carrasco,20.3,12.8
2018-10-27,Carrasco,20.0,15.4
2018-10-28,Carrasco,19.7,10.2
2018-10-29,Carrasco,21.0,14.7
2018-10-30,Carrasco,26.3,16.0
2018-10-31,Carrasco,21.1,14.1
2018-11-01,Carrasco,20.6,11.7
2018-11-02,Carrasco,15.3,8.4
2018-11-03,Carrasco,17.8,10.2
2018-11-04,Carrasco,21.0,12.4
2018-11-05,Carrasco,23.6,14.8
2018-11-06,Carrasco,25.0,14.1
2018-11-07,Carrasco,22.0,15.0
2018-11-08,Carrasco,20.8,11.6
2018-11-09,Carrasco,29.3,17.4
2018-11-10,Carrasco,33.5,18.8
2018-11-11,Carrasco,21.8,18.2
2018-11-12,Carrasco,23.4,19.2
2018-11-13,Carrasco,27.4,20.8
2018-11-14,Carrasco,25.8,17.9
2018-11-15,Carrasco,25.0,15.8
2018-11-16,Carrasco,27.6,13.6
2018-11-17,Carrasco,21.0,12.6
2018-11-18,Carrasco,26.0,16.1
2018-11-19,Carrasco,20.6,11.2
2018-11-20,Carrasco,27.0,14.2
2018-11-21,Carrasco,29.6,17.4
2018-11-22,Carrasco,33.0,18.8
2018-11-23,Carrasco,32.9,17.0
2018-11-24,Carrasco,17.9,16.1
2018-11-25,Carrasco,19.8,13.9
2018-11-26,Carrasco,21.6,15.5
2018-11-27,Carrasco,27.0,16.6
2018-11-28,Carrasco,25.0,15.6
2018-11-29,Carrasco,18.4,17.2
2018-11-30,Carrasco,20.8,17.3
2018-12-01,Carrasco,18.6,14.4
2018-12-02,Carrasco,17.0,12.6
2018-12-03,Carrasco,22.5,9.3
2018-12-04,Carrasco,20.2,14.8
2018-12-05,Carrasco,20.0,16.2
2018-12-06,Carrasco,20.6,14.0
2018-12-07,Carrasco,17.4,11.4
2018-12-08,Carrasco,25.4,8.2
2018-12-09,Carrasco,30.0,13.6
2018-12-10,Carrasco,30.7,15.4
2018-12-11,Carrasco,23.6,19.6
2018-12-12,Carrasco,26.0,18.9
2018-12-13,Carrasco,22.8,14.4
2018-12-14,Carrasco,25.4,13.2
2018-12-15,Carrasco,24.6,14.6
2018-12-16,Carrasco,31.4,14.4
2018-12-17,Carrasco,28.4,18.6
2018-12-18,Carrasco,20.5,17.4
2018-12-19,Carrasco,25.2,16.6
2018-12-20,Carrasco,25.3,19.6
2018-12-21,Carrasco,26.5,18.5
2018-12-22,Carrasco,23.2,19.2
2018-12-23,Carrasco,25.4,14.2
2018-12-24,Carrasco,28.8,16.4
2018-12-25,Carrasco,29.0,18.0
2018-12-26,Carrasco,29.0,18.6
2018-12-27,Carrasco,31.7,20.0
2018-12-28,Carrasco,26.7,21.6
2018-12-29,Carrasco,28.8,21.0
2018-12-30,Carrasco,25.5,17.4
2018-12-31,Carrasco,24.2,17.7
2019-01-01,Carrasco,31.4,18.2
2019-01-02,Carrasco,28.8,21.8
2019-01-03,Carrasco,24.7,15.9
2019-01-04,Carrasco,27.4,12.4
2019-01-05,Carrasco,29.0,15.2
2019-01-06,Carrasco,31.8,19.4
2019-01-07,Carrasco,24.7,19.4
2019-01-08,Carrasco,30.6,18.9
2019-01-09,Carrasco,29.7,21.2
2019-01-10,Carrasco,22.4,18.8
2019-01-11,Carrasco,21.5,15.6
2019-01-12,Carrasco,27.0,15.4
2019-01-13,Carrasco,25.2,19.2
2019-01-14,Carrasco,24.2,20.9
2019-01-15,Carrasco,22.2,20.9
2019-01-16,Carrasco,26.5,20.6
2019-01-17,Carrasco,22.9,18.2
2019-01-18,Carrasco,20.8,17.5
2019-01-19,Carrasco,22.5,18.3
2019-01-20,Carrasco,24.6,15.0
2019-01-21,Carrasco,28.8,15.8
2019-01-22,Carrasco,32.2,18.8
2019-01-23,Carrasco,26.3,21.1
2019-01-24,Carrasco,27.9,19.0
2019-01-25,Carrasco,28.0,17.7
2019-01-26,Carrasco,29.8,23.6
2019-01-27,Carrasco,29.4,22.6
2019-01-28,Carrasco,34.4,24.2
2019-01-29,Carrasco,35.1,23.6
2019-01-30,Carrasco,29.0,22.8
2019-01-31,Carrasco,25.4,21.4
2019-02-01,Carrasco,31.2,19.8
2019-02-02,Carrasco,25.0,18.4
2019-02-03,Carrasco,23.2,18.5
2019-02-04,Carrasco,23.4,13.6
2019-02-05,Carrasco,25.0,12.8
2019-02-06,Carrasco,28.5,16.9
2019-02-07,Carrasco,31.0,19.2
2019-02-08,Carrasco,32.0,20.2
2019-02-09,Carrasco,32.0,19.1
2019-02-10,Carrasco,34.0,20.0
2019-02-11,Carrasco,24.4,18.6
2019-02-12,Carrasco,20.3,12.0
2019-02-13,Carrasco,22.0,10.6
2019-02-14,Carrasco,21.4,16.3
2019-02-15,Carrasco,24.6,15.8
2019-02-16,Carrasco,27.5,14.8
2019-02-17,Carrasco,28.6,16.4
2019-02-18,Carrasco,30.4,19.4
2019-02-19,Carrasco,32.6,19.5
2019-02-20,Carrasco,34.4,22.3
2019-02-21,Carrasco,33.0,23.4
2019-02-22,Carrasco,31.4,22.4
2019-02-23,Carrasco,26.4,20.8
2019-02-24,Carrasco,24.0,15.9
2019-02-25,Carrasco,20.0,13.8
2019-02-26,Carrasco,19.9,11.8
2019-02-27,Carrasco,24.6,10.6
2019-02-28,Carrasco,20.9,14.0
2019-03-01,Carrasco,30.0,11.4
2019-03-02,Carrasco,23.5,17.7
2019-03-03,Carrasco,22.9,12.4
2019-03-04,Carrasco,25.5,18.0
2019-03-05,Carrasco,25.5,15.7
2019-03-06,Carrasco,32.8,18.0
2019-03-07,Carrasco,32.4,21.2
2019-03-08,Carrasco,21.4,16.8
2019-03-09,Carrasco,21.5,16.8
2019-03-10,Carrasco,21.6,15.4
2019-03-11,Carrasco,23.7,12.2
2019-03-12,Carrasco,22.2,17.0
2019-03-13,Carrasco,21.0,17.1
2019-03-14,Carrasco,24.5,19.2
2019-03-15,Carrasco,24.0,20.0
2019-03-16,Carrasco,24.2,20.2
2019-03-17,Carrasco,25.6,19.9
2019-03-18,Carrasco,25.6,19.2
2019-03-19,Carrasco,20.8,17.1
2019-03-20,Carrasco,19.4,14.0
2019-03-21,Carrasco,19.0,13.7
2019-03-22,Carrasco,22.0,9.8
2019-03-23,Carrasco,25.4,13.8
2019-03-24,Carrasco,20.2,15.2
2019-03-25,Carrasco,19.6,15.4
2019-03-26,Carrasco,20.8,15.7
2019-03-27,Carrasco,21.0,14.0
2019-03-28,Carrasco,24.5,14.2
2019-03-29,Carrasco,25.0,16.8
2019-03-30,Carrasco,27.1,19.0
2019-03-31,Carrasco,22.7,17.0
2019-04-01,Carrasco,24.4,16.2
2019-04-02,Carrasco,29.6,18.6
2019-04-03,Carrasco,23.6,17.4
2019-04-04,Carrasco,29.0,15.5
2019-04-05,Carrasco,19.6,15.8
2019-04-06,Carrasco,20.9,10.6
2019-04-07,Carrasco,23.5,10.2
2019-04-08,Carrasco,24.6,11.6
2019-04-09,Carrasco,25.6,13.8
2019-04-10,Carrasco,26.1,15.8
2019-04-11,Carrasco,20.4,15.3
2019-04-12,Carrasco,18.3,13.0
2019-04-13,Carrasco,24.5,8.4
2019-04-14,Carrasco,23.8,15.3
2019-04-15,Carrasco,19.5,16.8
2019-04-16,Carrasco,21.1,12.5
2019-04-17,Carrasco,24.3,11.3
2019-04-18,Carrasco,24.8,11.2
2019-04-19,Carrasco,26.6,12.5
2019-04-20,Carrasco,20.4,16.0
2019-04-21,Carrasco,18.4,11.0
2019-04-22,Carrasco,17.8,10.2
2019-04-23,Carrasco,17.8,8.1
2019-04-24,Carrasco,20.6,14.8
2019-04-25,Carrasco,20.4,16.8
2019-04-26,Carrasco,19.0,15.8
2019-04-27,Carrasco,19.0,17.0
2019-04-28,Carrasco,20.5,13.5
2019-04-29,Carrasco,22.6,11.2
2019-04-30,Carrasco,18.5,11.7
2019-05-01,Carrasco,19.8,5.9
2019-05-02,Carrasco,24.4,12.0
2019-05-03,Carrasco,23.0,13.2
2019-05-04,Carrasco,19.4,14.0
2019-05-05,Carrasco,20.6,17.1
2019-05-06,Carrasco,18.4,13.6
2019-05-07,Carrasco,16.8,12.4
2019-05-08,Carrasco,18.4,12.6
2019-05-09,Carrasco,21.6,14.8
2019-05-10,Carrasco,20.0,12.8
2019-05-11,Carrasco,16.4,10.8
2019-05-12,Carrasco,21.0,7.2
2019-05-13,Carrasco,21.3,9.4
2019-05-14,Carrasco,18.3,12.4
2019-05-15,Carrasco,20.5,9.2
2019-05-16,Carrasco,22.4,10.8
2019-05-17,Carrasco,23.0,14.9
2019-05-18,Carrasco,24.3,15.2
2019-05-19,Carrasco,19.3,14.0
2019-05-20,Carrasco,17.0,14.0
2019-05-21,Carrasco,16.2,13.6
2019-05-22,Carrasco,18.0,14.4
2019-05-23,Carrasco,16.2,8.0
2019-05-24,Carrasco,18.7,6.0
2019-05-25,Carrasco,18.6,7.2
2019-05-26,Carrasco,19.0,8.4
2019-05-27,Carrasco,16.8,11.0
2019-05-28,Carrasco,16.8,9.3
2019-05-29,Carrasco,14.8,5.7
2019-05-30,Carrasco,12.6,9.4
2019-05-31,Carrasco,16.1,10.4
2019-06-01,Carrasco,19.0,7.6
2019-06-02,Carrasco,17.8,9.1
2019-06-03,Carrasco,16.8,6.6
2019-06-04,Carrasco,17.5,5.0
2019-06-05,Carrasco,18.8,9.6
2019-06-06,Carrasco,19.6,11.0
2019-06-07,Carrasco,16.9,7.5
2019-06-08,Carrasco,18.2,5.4
2019-06-09,Carrasco,21.2,4.6
2019-06-10,Carrasco,18.6,12.4
2019-06-11,Carrasco,16.0,13.2
2019-06-12,Carrasco,21.0,15.2
2019-06-13,Carrasco,21.2,15.4
2019-06-14,Carrasco,19.5,13.5
2019-06-15,Carrasco,14.6,12.6
2019-06-16,Carrasco,16.0,14.8
2019-06-17,Carrasco,20.2,15.9
2019-06-18,Carrasco,19.4,10.2
2019-06-19,Carrasco,15.2,10.2
2019-06-20,Carrasco,16.5,9.1
2019-06-21,Carrasco,17.4,6.8
2019-06-22,Carrasco,19.8,14.6
2019-06-23,Carrasco,23.0,15.3
2019-06-24,Carrasco,16.8,13.0
2019-06-25,Carrasco,20.2,8.8
2019-06-26,Carrasco,13.6,2.2
2019-06-27,Carrasco,14.8,3.6
2019-06-28,Carrasco,14.8,8.2
2019-06-29,Carrasco,14.6,13.2
2019-06-30,Carrasco,13.6,9.3
2019-07-01,Carrasco,9.9,4.2
2019-07-02,Carrasco,12.6,6.0
2019-07-03,Carrasco,9.0,5.6
2019-07-04,Carrasco,8.8,5.4
2019-07-05,Carrasco,8.6,5.8
2019-07-06,Carrasco,9.2,3.0
2019-07-07,Carrasco,11.8,-0.6
2019-07-08,Carrasco,14.6,3.0
2019-07-09,Carrasco,17.9,6.2
2019-07-10,Carrasco,15.6,11.1
2019-07-11,Carrasco,18.6,9.3
2019-07-12,Carrasco,15.8,10.4
2019-07-13,Carrasco,11.3,6.3
2019-07-14,Carrasco,11.5,5.8
2019-07-15,Carrasco,14.0,4.0
2019-07-16,Carrasco,14.0,1.1
2019-07-17,Carrasco,17.0,4.0
2019-07-18,Carrasco,17.1,8.7
2019-07-19,Carrasco,20.1,8.9
2019-07-20,Carrasco,21.0,10.7
2019-07-21,Carrasco,26.8,12.8
2019-07-22,Carrasco,13.2,10.9
2019-07-23,Carrasco,12.4,9.0
2019-07-24,Carrasco,11.7,8.0
2019-07-25,Carrasco,12.2,9.6
2019-07-26,Carrasco,13.0,11.5
2019-07-27,Carrasco,14.0,8.2
2019-07-28,Carrasco,14.0,1.0
2019-07-29,Carrasco,14.7,7.6
2019-07-30,Carrasco,15.0,7.8
2019-07-31,Carrasco,20.0,7.8
2019-08-01,Carrasco,16.0,8.6
2019-08-02,Carrasco,11.1,8.0
2019-08-03,Carrasco,11.2,5.6
2019-08-04,Carrasco,16.8,1.6
2019-08-05,Carrasco,18.2,3.4
2019-08-06,Carrasco,22.7,8.1
2019-08-07,Carrasco,13.8,10.2
2019-08-08,Carrasco,12.1,10.4
2019-08-09,Carrasco,10.6,9.0
2019-08-10,Carrasco,14.2,6.8
2019-08-11,Carrasco,17.0,5.0
2019-08-12,Carrasco,12.5,6.0
2019-08-13,Carrasco,8.4,5.8
2019-08-14,Carrasco,9.7,6.2
2019-08-15,Carrasco,15.8,3.4
2019-08-16,Carrasco,21.2,10.2
2019-08-17,Carrasco,15.6,9.4
2019-08-18,Carrasco,10.2,6.2
2019-08-19,Carrasco,7.7,5.8
2019-08-20,Carrasco,8.5,6.1
2019-08-21,Carrasco,10.0,7.0
2019-08-22,Carrasco,12.0,5.0
2019-08-23,Carrasco,15.7,1.2
2019-08-24,Carrasco,18.4,6.2
2019-08-25,Carrasco,19.0,10.1
2019-08-26,Carrasco,20.4,13.8
2019-08-27,Carrasco,20.0,9.2
2019-08-28,Carrasco,26.0,13.1
2019-08-29,Carrasco,20.5,12.2
2019-08-30,Carrasco,13.2,10.2
2019-08-31,Carrasco,15.6,4.6
2019-09-01,Carrasco,12.4,5.4
2019-09-02,Carrasco,13.7,2.8
2019-09-03,Carrasco,9.8,3.2
2019-09-04,Carrasco,10.1,3.2
2019-09-05,Carrasco,9.4,6.0
2019-09-06,Carrasco,14.3,8.2
2019-09-07,Carrasco,18.1,10.7
2019-09-08,Carrasco,13.4,8.9
2019-09-09,Carrasco,12.5,10.2
2019-09-10,Carrasco,13.2,10.0
2019-09-11,Carrasco,12.2,9.3
2019-09-12,Carrasco,13.8,7.5
2019-09-13,Carrasco,14.9,5.6
2019-09-14,Carrasco,19.9,7.4
2019-09-15,Carrasco,20.5,13.7
2019-09-16,Carrasco,15.0,7.2
2019-09-17,Carrasco,20.0,4.7
2019-09-18,Carrasco,14.5,8.4
2019-09-19,Carrasco,20.6,10.6
2019-09-20,Carrasco,18.4,4.1
2019-09-21,Carrasco,21.3,5.6
2019-09-22,Carrasco,14.6,5.8
2019-09-23,Carrasco,20.5,4.3
2019-09-24,Carrasco,23.7,7.9
2019-09-25,Carrasco,26.2,10.6
2019-09-26,Carrasco,19.4,9.2
2019-09-27,Carrasco,16.6,11.0
2019-09-28,Carrasco,22.0,9.4
2019-09-29,Carrasco,27.1,11.6
2019-09-30,Carrasco,27.2,14.1
2019-10-01,Carrasco,14.6,12.2
2019-10-02,Carrasco,13.2,11.4
2019-10-03,Carrasco,13.0,8.8
2019-10-04,Carrasco,14.3,12.6
2019-10-05,Carrasco,14.5,8.9
2019-10-06,Carrasco,18.8,3.6
2019-10-07,Carrasco,23.1,10.0
2019-10-08,Carrasco,23.5,9.8
2019-10-09,Carrasco,25.7,11.6
2019-10-10,Carrasco,27.9,14.8
2019-10-11,Carrasco,22.2,16.2
2019-10-12,Carrasco,18.0,16.3
2019-10-13,Carrasco,16.4,10.0
2019-10-14,Carrasco,11.0,9.4
2019-10-15,Carrasco,13.4,10.8
2019-10-16,Carrasco,17.5,12.8
2019-10-17,Carrasco,16.9,15.1
2019-10-18,Carrasco,19.9,13.0
2019-10-19,Carrasco,16.8,9.2
2019-10-20,Carrasco,15.0,7.6
2019-10-21,Carrasco,15.5,9.6
2019-10-22,Carrasco,19.9,8.0
2019-10-23,Carrasco,18.3,9.7
2019-10-24,Carrasco,20.2,8.4
2019-10-25,Carrasco,25.6,12.3
